crimedate,weekday,weekno,month,year,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
2018-09-11,3,37,9,2018,42,67,120,3,8,2,49,162,14,22,26,6,16,36,3,1,66,0,7,0,0,0,2,0,0,0,0,0,0,39,1,0,692
2018-09-12,4,37,9,2018,52,87,117,4,3,5,42,179,17,22,25,6,14,33,0,1,61,2,3,0,0,2,2,0,2,0,0,0,0,30,5,0,714
2018-09-13,5,37,9,2018,58,69,120,1,5,3,36,188,19,17,23,2,10,40,1,1,54,1,0,1,1,0,0,0,1,0,0,0,0,33,3,0,687
2018-09-14,6,37,9,2018,60,83,174,5,9,2,54,216,18,25,28,6,19,48,0,1,65,4,2,0,0,1,1,0,0,0,0,0,0,44,5,0,870
2018-09-15,7,37,9,2018,40,103,166,2,4,4,43,188,21,25,33,3,22,31,0,1,53,1,8,0,0,0,1,2,0,0,0,0,0,44,11,0,806
2018-09-16,1,37,9,2018,30,73,190,4,4,4,37,196,14,24,27,5,18,39,1,0,83,1,5,2,1,1,1,0,0,0,0,0,0,47,10,2,819
2018-09-17,2,38,9,2018,68,80,131,1,7,7,49,218,20,29,28,5,12,37,0,0,59,1,0,0,1,1,1,0,1,0,0,0,0,25,5,0,786
2018-09-18,3,38,9,2018,52,73,139,3,9,4,40,186,20,23,30,5,14,38,0,0,59,3,0,3,1,0,2,0,0,1,0,0,0,29,2,1,737
2018-09-19,4,38,9,2018,35,74,147,3,4,4,50,187,23,30,33,6,17,46,0,2,60,1,2,0,0,0,1,0,0,0,0,0,0,31,5,0,761
2018-09-20,5,38,9,2018,53,85,169,5,7,4,51,202,22,24,34,4,14,40,1,0,69,1,1,1,0,0,0,0,0,0,0,0,0,35,7,0,829
2018-09-21,6,38,9,2018,68,76,156,5,9,3,45,211,22,22,37,3,14,41,0,4,69,0,0,1,1,1,1,0,2,0,0,0,0,29,5,0,825
2018-09-22,7,38,9,2018,30,71,190,0,5,1,36,219,20,32,29,1,11,34,1,2,65,3,1,0,0,0,1,0,0,0,0,0,0,41,6,0,799
2018-09-23,1,38,9,2018,33,77,163,0,5,5,46,185,16,18,36,1,15,27,0,0,63,2,1,1,1,0,2,0,1,0,0,0,0,34,3,0,735
2018-09-24,2,39,9,2018,51,61,145,5,6,3,54,204,21,32,39,5,10,51,0,0,62,4,0,0,1,0,0,0,1,0,0,0,0,37,4,0,796
2018-09-25,3,39,9,2018,58,81,145,2,6,5,35,198,22,22,33,4,9,37,1,2,54,3,4,2,0,0,0,0,0,0,0,0,0,23,4,1,751
2018-09-26,4,39,9,2018,50,65,141,5,3,6,45,200,23,24,30,0,20,22,1,0,62,3,2,3,1,1,2,0,1,0,0,0,0,35,6,0,751
2018-09-27,5,39,9,2018,60,71,95,4,8,5,34,193,28,20,26,1,15,32,0,1,62,0,8,0,0,0,6,0,0,0,0,0,0,32,7,0,708
2018-09-28,6,39,9,2018,65,77,138,2,8,3,43,194,31,33,29,4,13,40,1,2,49,1,2,1,0,0,1,0,1,0,1,0,0,49,4,0,792
2018-09-29,7,39,9,2018,38,68,144,7,6,4,31,194,19,36,34,4,17,26,2,1,45,0,3,0,0,0,2,0,1,0,0,0,0,44,6,0,732
2018-09-30,1,39,9,2018,47,88,137,4,5,2,35,181,17,30,40,4,19,26,0,1,58,4,0,0,0,1,0,0,1,0,0,0,0,35,5,0,740
2018-10-01,2,40,10,2018,127,66,160,4,13,8,54,205,27,32,31,3,13,45,0,0,64,7,0,1,0,0,1,0,2,0,0,0,0,36,14,0,913
2018-10-02,3,40,10,2018,57,70,117,2,10,3,41,195,18,38,32,3,12,29,0,1,53,2,2,0,1,0,1,0,0,0,0,0,0,26,4,0,717
2018-10-03,4,40,10,2018,41,77,129,4,4,5,42,172,18,27,23,3,12,28,0,0,61,2,0,0,1,1,1,1,0,0,0,0,0,20,4,0,676
2018-10-04,5,40,10,2018,51,79,128,1,5,5,52,176,18,22,27,5,7,24,0,0,67,2,0,0,1,0,2,1,0,0,0,0,0,18,6,0,697
2018-10-05,6,40,10,2018,66,59,125,5,8,0,36,167,17,18,18,2,12,33,2,0,57,2,0,0,0,0,0,0,0,0,0,0,0,22,4,1,654
2018-10-06,7,40,10,2018,33,88,162,4,9,4,40,186,18,30,33,3,10,22,0,0,56,2,0,1,2,0,1,0,2,0,0,0,0,13,7,0,726
2018-10-07,1,40,10,2018,33,89,167,0,4,1,34,170,16,20,29,3,17,30,2,1,66,1,0,0,1,0,4,0,1,1,0,0,0,23,5,0,718
2018-10-08,2,41,10,2018,42,92,152,6,5,2,47,164,24,34,20,9,18,25,0,0,55,3,0,0,1,0,1,0,0,0,0,0,0,32,9,0,741
2018-10-09,3,41,10,2018,48,78,148,4,6,3,51,161,20,32,27,5,12,42,0,0,58,3,3,0,0,0,1,1,1,0,1,0,0,40,1,0,746
2018-10-10,4,41,10,2018,59,81,125,2,9,3,50,178,19,22,19,6,9,26,2,0,67,2,0,0,1,0,0,1,1,0,0,0,0,40,2,0,724
2018-10-11,5,41,10,2018,45,81,100,3,7,3,38,176,18,27,29,0,15,37,0,2,46,5,4,0,0,0,0,0,1,0,0,0,0,38,3,1,679
2018-10-12,6,41,10,2018,64,73,121,4,5,2,47,189,14,15,30,2,17,25,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,42,7,0,705
2018-10-13,7,41,10,2018,41,80,135,7,8,3,36,200,18,29,23,4,30,25,0,2,48,2,6,1,0,0,1,1,1,0,0,0,0,36,6,0,743
2018-10-14,1,41,10,2018,25,98,169,3,4,4,40,164,15,30,22,3,18,30,0,0,41,0,6,0,0,0,2,0,0,0,0,0,0,25,3,0,702
2018-10-15,2,42,10,2018,61,70,120,1,4,5,50,188,10,28,23,3,8,34,1,0,62,2,1,1,1,0,1,0,0,0,0,0,0,28,3,0,705
2018-10-16,3,42,10,2018,50,54,124,2,6,1,49,178,13,24,25,2,11,37,1,1,54,0,3,0,0,0,1,0,0,0,0,0,0,29,2,0,667
2018-10-17,4,42,10,2018,55,67,113,5,13,6,53,165,20,25,19,5,9,39,0,1,39,2,4,0,1,0,0,0,1,0,0,0,0,43,5,0,690
2018-10-18,5,42,10,2018,57,77,115,1,9,7,37,195,22,26,21,2,22,33,1,1,50,0,0,1,0,3,2,0,2,0,0,0,0,37,3,0,724
2018-10-19,6,42,10,2018,49,69,143,3,4,3,47,206,19,19,33,2,12,45,0,0,58,2,0,1,0,0,3,0,1,0,0,0,0,43,3,1,766
2018-10-20,7,42,10,2018,54,99,163,3,8,3,46,197,16,30,31,2,21,27,1,2,48,4,2,0,1,0,2,0,0,0,0,0,0,33,12,0,805
2018-10-21,1,42,10,2018,34,83,136,5,7,7,38,159,13,23,25,0,9,19,0,1,42,4,0,1,0,0,0,0,1,0,0,0,0,31,6,0,644
2018-10-22,2,43,10,2018,51,85,128,3,3,2,37,170,14,25,22,5,21,42,1,0,60,2,0,0,0,0,2,0,0,0,0,0,0,37,4,1,715
2018-10-23,3,43,10,2018,52,73,159,4,6,6,53,182,12,19,26,2,11,36,1,0,50,1,0,0,1,0,0,0,0,0,0,0,0,39,3,0,736
2018-10-24,4,43,10,2018,59,80,148,2,8,5,38,214,25,26,32,8,11,36,3,0,62,0,0,0,0,1,2,0,1,0,0,0,0,42,2,0,805
2018-10-25,5,43,10,2018,46,70,142,3,1,1,43,190,19,25,17,4,14,31,0,1,72,2,0,1,0,0,1,0,0,0,0,0,0,31,6,0,720
2018-10-26,6,43,10,2018,55,88,145,3,8,7,50,207,19,32,26,5,17,42,1,0,53,1,10,0,0,0,4,0,0,0,0,0,0,49,7,0,829
2018-10-27,7,43,10,2018,42,92,158,3,5,4,43,197,20,40,21,6,18,33,2,3,60,1,0,1,0,0,2,0,1,0,0,0,0,26,10,0,788
2018-10-28,1,43,10,2018,41,82,169,5,4,2,32,175,15,29,26,4,15,27,0,3,46,2,0,1,0,0,1,0,0,0,0,0,0,31,5,0,715
2018-10-29,2,44,10,2018,51,87,120,2,11,0,50,176,23,22,28,4,22,32,0,0,49,1,1,1,1,1,0,1,1,0,0,0,0,36,3,0,723
2018-10-30,3,44,10,2018,52,77,131,5,7,3,52,186,18,28,28,2,15,34,0,0,65,1,1,1,1,1,0,0,2,0,0,0,0,54,1,0,765
2018-10-31,4,44,10,2018,53,157,150,5,5,4,61,180,24,40,28,5,14,36,1,2,61,1,4,1,1,0,0,1,0,0,0,0,0,49,2,0,885
2018-11-01,5,44,11,2018,111,100,147,2,16,11,83,214,16,32,28,4,19,30,0,2,65,1,8,1,0,0,0,0,0,0,0,0,0,35,9,0,934
2018-11-02,6,44,11,2018,57,94,124,1,3,2,48,193,16,40,27,8,18,33,0,2,38,6,6,1,0,1,1,0,1,0,0,0,0,61,4,0,785
2018-11-03,7,44,11,2018,49,67,169,0,2,4,51,179,20,34,31,3,16,32,1,1,63,2,4,1,0,0,2,0,0,0,0,0,0,44,7,0,782
2018-11-04,1,44,11,2018,36,71,155,2,4,4,53,163,19,33,29,4,6,22,0,0,44,0,8,0,0,1,1,0,0,0,0,0,0,24,6,0,685
2018-11-05,2,45,11,2018,59,55,129,4,8,7,46,160,22,16,25,8,15,43,0,1,63,0,0,0,1,0,1,0,0,0,0,0,0,40,3,1,707
2018-11-06,3,45,11,2018,59,69,114,3,8,5,59,181,22,35,27,2,17,39,2,2,69,0,5,0,1,0,1,0,0,0,0,0,0,40,3,0,763
2018-11-07,4,45,11,2018,42,49,116,4,6,1,53,185,22,25,24,7,10,35,0,1,56,0,0,0,0,1,1,0,0,0,0,0,0,42,5,0,685
2018-11-08,5,45,11,2018,42,57,116,5,7,3,51,189,14,20,24,6,11,19,1,0,60,1,6,0,1,0,1,1,0,0,0,0,0,34,4,0,673
2018-11-09,6,45,11,2018,41,77,112,3,5,0,50,184,18,26,33,7,10,42,1,3,49,1,3,0,0,0,0,0,0,0,0,0,0,50,3,0,718
2018-11-10,7,45,11,2018,36,71,115,2,6,2,39,158,17,31,22,3,12,31,0,1,53,2,4,0,1,0,0,0,0,0,0,0,0,35,9,0,650
2018-11-11,1,45,11,2018,29,71,140,1,5,1,45,144,25,28,26,2,18,22,1,0,50,2,1,0,0,0,3,0,1,0,0,0,0,29,4,0,648
2018-11-12,2,46,11,2018,40,80,110,3,10,0,50,167,14,27,23,6,18,30,0,0,53,2,0,0,2,0,0,0,1,0,0,0,0,44,7,0,687
2018-11-13,3,46,11,2018,49,44,87,3,9,3,47,164,10,25,26,4,9,26,2,0,47,3,1,0,0,2,2,0,0,0,0,0,0,43,3,0,609
2018-11-14,4,46,11,2018,55,48,101,4,5,2,44,170,17,34,23,0,11,27,1,0,42,2,0,2,2,1,1,1,0,0,0,0,0,43,3,0,639
2018-11-15,5,46,11,2018,54,75,83,3,6,8,55,184,17,28,25,2,13,38,1,0,42,4,5,0,0,1,0,0,2,0,0,0,0,44,2,0,692
2018-11-16,6,46,11,2018,60,66,122,3,5,3,49,183,18,24,27,3,14,34,0,2,49,0,2,0,0,0,0,0,0,0,0,0,0,63,5,1,733
2018-11-17,7,46,11,2018,43,73,116,4,5,2,48,170,24,27,19,1,15,23,1,1,43,0,0,0,1,1,1,0,1,0,0,0,0,43,7,0,669
2018-11-18,1,46,11,2018,42,63,149,3,11,1,45,131,15,25,30,2,19,14,0,0,38,2,0,0,2,1,0,0,0,0,0,0,0,30,6,0,629
2018-11-19,2,47,11,2018,56,63,123,5,1,2,44,160,17,18,27,3,7,25,1,0,47,5,0,0,0,1,1,0,0,1,0,0,0,28,3,0,638
2018-11-20,3,47,11,2018,55,52,104,4,9,5,50,205,14,26,19,3,16,34,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,37,6,1,699
2018-11-21,4,47,11,2018,56,77,115,2,1,2,35,204,16,25,38,3,16,39,2,1,44,2,4,0,0,0,2,0,0,0,0,0,0,52,5,0,741
2018-11-22,5,47,11,2018,21,65,129,2,4,2,32,114,11,15,24,2,5,40,1,0,47,1,3,0,0,0,2,0,0,0,0,0,0,14,7,0,541
2018-11-23,6,47,11,2018,55,88,134,5,7,2,45,192,11,19,26,2,20,29,0,0,56,1,6,1,0,1,1,0,0,0,0,0,0,46,2,0,749
2018-11-24,7,47,11,2018,49,63,122,5,6,1,41,208,15,26,29,3,18,34,0,0,37,0,4,0,0,0,2,0,1,0,0,0,0,31,2,0,697
2018-11-25,1,47,11,2018,23,72,134,1,4,1,44,124,16,30,20,2,10,23,0,0,46,1,2,0,0,0,0,0,0,1,0,0,0,15,5,0,574
2018-11-26,2,48,11,2018,57,50,108,1,7,3,40,125,12,22,28,1,7,26,0,0,43,1,0,0,0,0,1,0,0,0,0,0,0,24,5,0,561
2018-11-27,3,48,11,2018,51,42,99,1,2,3,49,186,12,22,30,5,12,19,0,1,59,1,0,0,1,3,1,0,0,0,0,0,0,34,4,0,637
2018-11-28,4,48,11,2018,58,57,124,6,2,3,51,178,17,27,32,2,14,33,0,0,47,3,5,0,3,1,1,0,0,0,0,0,0,44,6,0,714
2018-11-29,5,48,11,2018,53,48,120,3,4,1,39,165,15,22,46,3,5,33,0,0,62,0,4,0,1,1,0,0,0,0,0,0,0,48,2,0,675
2018-11-30,6,48,11,2018,57,62,121,3,7,4,45,179,19,25,30,4,26,38,0,2,73,2,4,0,0,0,0,0,2,0,0,0,0,43,5,0,751
2018-12-01,7,48,12,2018,101,79,119,3,10,9,51,198,12,24,38,5,17,28,0,1,64,2,1,0,1,0,1,2,0,0,0,0,0,36,10,0,812
2018-12-02,1,48,12,2018,39,80,155,2,4,1,44,155,24,33,38,1,12,31,0,0,47,4,1,0,1,1,0,0,2,0,0,0,0,31,5,0,711
2018-12-03,2,49,12,2018,71,68,115,5,7,2,41,197,21,30,38,7,15,49,2,0,57,7,1,0,0,0,2,0,0,0,0,0,0,31,4,0,770
2018-12-04,3,49,12,2018,60,50,115,6,2,6,62,183,16,30,35,1,14,33,0,1,50,2,0,0,1,1,1,1,0,0,0,0,0,51,3,0,724
2018-12-05,4,49,12,2018,70,59,117,5,7,3,62,180,23,18,27,4,12,29,0,0,52,1,0,0,1,0,1,0,0,0,0,0,0,35,5,0,711
2018-12-06,5,49,12,2018,51,72,118,3,7,2,42,211,19,21,27,0,13,39,0,0,54,1,0,0,3,1,0,0,0,0,0,0,0,33,2,0,719
2018-12-07,6,49,12,2018,71,79,131,6,8,2,47,182,15,18,43,4,16,29,0,0,48,2,1,0,0,1,0,0,0,0,0,0,0,39,5,0,747
2018-12-08,7,49,12,2018,40,91,143,6,5,3,49,198,5,21,36,4,18,22,0,0,45,0,3,0,1,1,5,0,2,0,0,0,0,38,3,0,739
2018-12-09,1,49,12,2018,43,70,161,1,6,2,33,163,20,30,32,3,12,27,0,1,52,2,0,0,1,0,0,0,0,0,0,0,0,27,4,0,690
2018-12-10,2,50,12,2018,58,63,104,2,9,1,52,192,27,28,23,2,13,44,0,0,51,1,1,0,1,0,2,0,0,0,0,0,0,38,4,0,716
2018-12-11,3,50,12,2018,52,61,115,3,1,1,48,172,15,26,32,3,11,44,1,1,48,0,5,0,0,0,0,0,0,0,0,0,0,30,1,1,671
2018-12-12,4,50,12,2018,69,64,119,1,4,2,55,220,28,23,31,7,7,29,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,39,4,0,759
2018-12-13,5,50,12,2018,61,53,106,4,6,0,53,182,21,21,16,47,12,28,1,0,66,0,2,0,0,1,0,0,1,0,1,0,0,24,6,0,712
2018-12-14,6,50,12,2018,59,69,149,5,6,2,49,213,23,24,34,8,14,28,0,0,53,0,4,1,0,1,1,0,0,0,1,0,0,41,8,0,793
2018-12-15,7,50,12,2018,46,82,139,5,0,4,41,193,18,32,32,3,23,20,1,0,61,2,1,0,2,0,1,0,0,0,0,0,0,34,4,0,744
2018-12-16,1,50,12,2018,47,86,151,6,8,1,43,179,15,29,25,1,21,23,0,0,57,0,0,0,1,1,0,0,2,0,0,0,0,46,8,0,750
2018-12-17,2,51,12,2018,65,86,99,1,6,5,31,220,18,30,18,2,10,35,1,0,43,0,1,1,1,0,1,0,0,0,0,0,0,36,2,0,712
2018-12-18,3,51,12,2018,66,50,108,2,4,3,57,202,19,22,35,5,16,24,0,1,51,3,6,0,2,0,2,0,0,0,0,0,0,31,6,0,715
2018-12-19,4,51,12,2018,52,80,112,2,4,2,44,207,20,27,29,1,11,32,0,0,66,5,3,0,0,1,1,0,0,1,0,0,0,36,4,0,740
2018-12-20,5,51,12,2018,69,68,126,1,6,4,48,253,19,22,35,3,15,36,2,0,54,0,0,0,0,1,0,0,0,0,0,0,0,21,5,0,788
2018-12-21,6,51,12,2018,74,64,138,2,7,2,34,251,26,32,26,6,9,36,2,0,51,1,0,0,0,0,2,0,0,0,0,0,0,30,7,1,801
2018-12-22,7,51,12,2018,49,97,159,4,4,5,36,195,20,34,40,2,24,28,2,0,38,1,0,0,0,0,2,0,1,0,0,0,0,16,3,0,760
2018-12-23,1,51,12,2018,31,87,138,2,6,2,32,147,22,29,27,1,9,28,0,0,46,1,0,0,0,0,1,0,1,0,0,0,0,25,1,0,636
2018-12-24,2,52,12,2018,45,65,107,2,7,5,39,162,11,25,19,2,7,36,0,0,51,3,0,0,0,0,3,1,0,0,0,0,0,16,3,0,609
2018-12-25,3,52,12,2018,12,54,125,0,5,2,33,69,10,15,18,1,7,27,1,0,54,1,0,0,0,1,0,1,0,0,0,0,0,8,4,0,448
2018-12-26,4,52,12,2018,45,73,90,8,5,6,39,159,10,29,21,3,15,20,1,0,48,1,8,0,0,0,2,0,1,0,0,0,0,41,2,0,627
2018-12-27,5,52,12,2018,45,67,92,3,6,2,36,171,14,27,29,3,19,35,0,0,43,0,5,0,0,1,0,1,0,0,0,0,0,27,1,0,627
2018-12-28,6,52,12,2018,55,64,119,2,6,2,37,187,16,38,26,6,20,33,0,1,46,0,3,0,2,3,0,0,0,0,0,0,0,55,4,0,725
2018-12-29,7,52,12,2018,40,85,142,4,4,1,41,145,19,30,29,3,21,35,1,1,50,0,0,0,0,1,2,0,1,0,0,0,0,38,3,0,696
2018-12-30,1,52,12,2018,38,86,139,1,3,1,37,142,15,38,32,3,16,34,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,32,5,0,670
2018-12-31,2,1,12,2018,46,94,106,0,7,0,29,160,14,40,25,3,21,29,0,2,42,2,0,0,0,1,1,0,1,0,0,0,0,21,4,0,648
2019-01-01,3,1,1,2019,129,124,216,7,43,18,76,152,16,26,33,5,39,28,2,2,63,0,0,0,0,2,0,0,0,0,0,0,0,36,17,0,1034
2019-01-02,4,1,1,2019,62,61,105,3,0,3,44,152,16,23,30,2,20,33,0,0,43,0,0,0,1,0,1,0,1,0,0,0,0,49,5,0,654
2019-01-03,5,1,1,2019,66,82,112,2,2,2,49,196,20,32,24,3,13,37,1,0,52,2,3,0,0,0,0,0,0,0,0,0,0,53,1,0,752
2019-01-04,6,1,1,2019,57,82,105,4,3,1,54,182,13,37,27,7,21,38,0,4,51,0,8,0,0,0,0,0,0,0,0,0,0,68,5,0,767
2019-01-05,7,1,1,2019,58,67,173,1,6,6,45,175,23,29,17,4,24,31,2,2,37,1,7,0,0,1,1,0,0,0,1,0,0,75,6,0,792
2019-01-06,1,1,1,2019,45,77,143,6,7,1,31,157,18,20,15,3,17,28,0,0,47,2,1,0,0,0,1,0,0,0,0,0,0,39,6,0,664
2019-01-07,2,2,1,2019,49,71,108,2,7,2,56,167,31,15,19,1,9,41,0,0,54,2,0,1,2,0,1,1,0,0,0,0,0,36,1,0,676
2019-01-08,3,2,1,2019,60,81,124,3,3,3,37,169,19,25,9,2,13,39,2,1,55,0,0,0,1,1,1,0,0,0,1,0,0,46,5,0,700
2019-01-09,4,2,1,2019,58,48,100,1,4,0,39,168,18,19,21,3,18,22,0,0,49,0,0,0,1,0,2,0,0,0,0,0,0,55,4,0,630
2019-01-10,5,2,1,2019,52,80,113,4,11,2,52,158,16,18,15,5,21,38,1,1,42,0,0,0,0,0,1,0,2,0,0,0,0,46,8,0,686
2019-01-11,6,2,1,2019,61,74,117,2,8,4,58,201,24,27,27,8,14,38,1,2,45,4,0,0,2,0,1,0,0,0,0,0,0,65,1,0,784
2019-01-12,7,2,1,2019,48,54,124,3,7,1,50,165,11,17,21,1,14,26,0,1,55,1,8,0,1,0,2,0,0,0,0,0,0,48,14,0,672
2019-01-13,1,2,1,2019,17,52,130,3,8,2,37,117,22,23,20,4,18,29,0,0,40,0,10,2,0,0,1,0,0,0,0,0,0,36,1,0,572
2019-01-14,2,3,1,2019,45,54,111,5,2,4,39,162,27,22,27,0,19,18,2,0,62,0,1,0,0,0,0,0,0,0,0,0,0,30,5,0,635
2019-01-15,3,3,1,2019,68,57,124,5,3,5,52,159,26,23,28,2,9,25,1,0,51,1,6,0,2,0,0,0,0,0,0,0,0,45,3,0,695
2019-01-16,4,3,1,2019,56,49,108,2,6,0,65,173,23,31,23,2,16,28,1,0,54,0,0,0,1,0,1,0,0,0,1,0,0,55,4,0,699
2019-01-17,5,3,1,2019,59,52,107,1,6,5,50,165,24,24,22,2,14,17,0,1,55,0,7,0,0,1,2,0,1,0,0,0,0,37,1,0,653
2019-01-18,6,3,1,2019,56,53,114,2,4,0,48,164,21,22,30,2,21,33,0,0,54,0,0,0,1,0,3,0,0,0,0,0,0,36,3,0,667
2019-01-19,7,3,1,2019,42,52,107,5,3,4,30,114,20,21,14,2,17,21,0,1,25,3,1,0,0,0,0,0,2,0,0,0,0,30,5,1,520
2019-01-20,1,3,1,2019,32,48,109,5,3,2,45,100,15,16,19,3,7,13,0,0,43,1,0,0,0,0,1,0,0,0,0,0,0,23,8,0,493
2019-01-21,2,4,1,2019,37,55,78,5,2,3,49,136,17,24,23,2,10,22,1,0,42,0,0,0,0,0,1,0,1,0,0,0,0,42,5,0,555
2019-01-22,3,4,1,2019,54,40,111,3,9,2,42,149,24,19,20,2,7,31,0,1,49,1,5,0,0,1,1,1,0,0,0,0,0,45,7,0,624
2019-01-23,4,4,1,2019,34,59,97,4,4,4,44,177,21,24,19,2,10,28,2,0,46,0,0,0,2,0,0,0,0,0,0,0,0,81,3,0,661
2019-01-24,5,4,1,2019,45,54,110,3,9,5,44,137,21,21,21,6,12,20,2,1,44,0,1,0,1,1,1,0,0,0,0,0,0,41,7,0,607
2019-01-25,6,4,1,2019,50,39,109,2,7,2,47,140,17,18,17,4,15,18,1,2,35,1,3,0,0,0,0,1,2,0,0,0,0,50,6,0,586
2019-01-26,7,4,1,2019,31,57,106,5,6,1,37,117,13,14,31,1,11,19,0,2,34,0,0,0,1,0,0,0,0,0,0,0,0,40,5,0,531
2019-01-27,1,4,1,2019,35,28,103,0,5,2,39,119,9,15,22,3,14,19,2,0,63,0,2,1,1,0,0,0,0,0,0,0,0,38,2,0,522
2019-01-28,2,5,1,2019,48,39,109,1,4,2,51,94,10,23,19,4,6,20,0,0,50,2,1,0,0,1,0,0,0,0,0,0,0,36,1,0,521
2019-01-29,3,5,1,2019,38,35,84,1,7,4,33,128,11,9,29,3,8,14,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,35,3,0,494
2019-01-30,4,5,1,2019,28,25,83,1,1,4,36,61,6,10,25,0,4,15,0,0,26,0,0,0,1,0,0,0,2,0,0,0,0,9,4,0,341
2019-01-31,5,5,1,2019,33,46,82,3,5,2,46,101,11,11,41,0,6,7,0,0,43,1,0,0,1,0,0,0,0,0,0,0,0,15,4,0,458
2019-02-01,6,5,2,2019,96,68,90,6,11,11,86,162,16,20,34,4,9,29,0,0,46,1,4,0,1,0,2,1,0,0,0,0,0,62,12,0,771
2019-02-02,7,5,2,2019,47,75,126,5,8,4,58,185,16,13,23,2,13,26,1,0,51,1,6,0,0,1,1,0,0,0,0,0,0,55,5,0,722
2019-02-03,1,5,2,2019,28,57,138,3,4,2,39,119,14,22,24,6,19,14,0,1,60,3,4,0,0,0,0,0,2,0,0,0,0,31,4,0,594
2019-02-04,2,6,2,2019,58,85,129,0,8,5,39,181,28,14,19,5,14,34,1,0,65,0,0,0,1,1,0,0,0,0,0,0,0,40,8,0,735
2019-02-05,3,6,2,2019,40,59,104,5,6,3,57,166,13,10,21,3,20,31,0,0,57,1,0,0,2,1,3,1,0,0,0,0,0,46,3,0,652
2019-02-06,4,6,2,2019,37,57,121,5,5,3,51,148,21,17,20,2,5,28,0,0,57,2,1,0,1,1,1,0,2,0,0,0,0,49,2,0,636
2019-02-07,5,6,2,2019,50,64,122,5,5,9,40,171,15,13,19,8,12,26,0,0,62,0,0,0,0,1,0,0,0,0,0,0,0,47,1,0,670
2019-02-08,6,6,2,2019,54,56,99,3,2,4,43,169,19,15,31,1,7,24,0,1,38,0,6,1,0,0,0,0,1,0,0,0,0,62,6,0,642
2019-02-09,7,6,2,2019,48,84,138,3,8,3,60,183,27,17,23,5,15,20,0,1,42,2,6,1,0,0,2,0,0,0,0,0,0,62,6,0,756
2019-02-10,1,6,2,2019,40,70,142,1,6,5,42,143,7,16,21,4,20,24,0,0,46,3,0,0,0,1,3,1,0,0,0,0,0,37,6,0,638
2019-02-11,2,7,2,2019,49,53,101,6,7,5,38,154,13,24,26,2,20,37,2,0,42,0,1,0,0,0,1,0,0,0,0,0,0,42,1,0,624
2019-02-12,3,7,2,2019,55,61,116,5,4,1,44,158,20,16,25,3,11,28,1,0,62,0,1,0,1,0,1,0,0,0,0,0,0,48,4,0,665
2019-02-13,4,7,2,2019,48,52,116,6,11,5,53,147,15,17,24,6,9,29,0,0,57,2,0,0,0,1,0,0,0,0,0,0,0,44,1,0,643
2019-02-14,5,7,2,2019,55,56,154,1,6,1,68,167,17,22,24,4,18,24,0,1,69,2,0,0,1,1,2,0,0,0,0,0,0,46,3,0,742
2019-02-15,6,7,2,2019,63,64,120,3,8,3,62,189,22,11,25,3,11,24,0,0,64,0,1,0,1,0,2,0,0,0,0,0,0,58,5,0,739
2019-02-16,7,7,2,2019,38,68,144,5,3,3,63,172,14,16,24,2,17,19,0,1,41,1,0,0,0,0,0,0,1,0,0,0,0,40,4,0,676
2019-02-17,1,7,2,2019,34,50,148,6,3,5,29,136,19,19,35,5,15,15,0,0,52,1,0,0,0,0,1,1,1,0,0,0,0,38,4,0,617
2019-02-18,2,8,2,2019,31,66,110,4,9,2,45,153,14,12,25,3,17,21,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,33,5,0,590
2019-02-19,3,8,2,2019,49,60,98,5,13,2,55,133,15,18,18,2,10,25,0,3,58,0,1,0,1,1,1,0,0,0,0,0,0,40,2,0,610
2019-02-20,4,8,2,2019,54,59,115,4,5,5,49,141,17,26,30,3,10,25,0,0,43,0,0,0,1,1,1,0,0,0,0,0,0,42,1,0,632
2019-02-21,5,8,2,2019,52,58,122,6,12,6,49,181,19,25,14,4,13,24,1,1,56,2,0,0,2,1,0,0,0,0,0,0,0,44,4,0,696
2019-02-22,6,8,2,2019,64,55,121,6,6,4,56,149,16,22,26,5,27,34,1,0,52,1,1,0,4,1,1,0,1,0,0,0,0,57,3,0,713
