weekday,weekno,crimedate,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
5,14,2017-04-06,47,71,112,2,6,3,45,166,22,20,30,3,8,32,2,0,60,1,3,0,1,1,0,0,0,0,0,0,0,29,4,0,668
6,14,2017-04-07,56,87,108,3,6,1,57,163,13,28,30,4,14,35,0,1,45,3,1,1,0,0,1,0,1,0,0,0,0,43,3,0,704
7,14,2017-04-08,50,105,151,3,4,1,40,158,14,18,26,2,18,23,0,0,39,1,0,1,0,0,0,0,0,0,0,0,0,34,7,0,695
1,14,2017-04-09,32,99,172,4,4,4,48,158,18,23,27,2,14,25,0,0,70,5,1,0,0,1,1,0,0,0,0,0,0,43,10,0,761
2,15,2017-04-10,77,82,112,5,2,2,60,129,14,28,30,4,8,26,1,0,56,3,0,1,0,0,4,0,0,0,0,0,0,35,3,0,682
3,15,2017-04-11,50,65,107,2,4,1,64,178,17,24,20,5,13,24,0,0,53,1,5,1,0,1,4,0,0,0,0,0,0,59,5,0,703
4,15,2017-04-12,61,84,127,2,4,3,54,174,19,29,28,9,15,32,0,0,52,1,1,0,2,0,1,0,0,0,0,0,0,21,7,0,726
5,15,2017-04-13,57,79,108,2,4,2,46,160,13,24,30,4,11,25,0,0,49,0,13,0,1,0,2,0,0,0,0,0,0,28,7,0,665
6,15,2017-04-14,63,90,135,1,8,2,57,165,20,37,33,7,16,22,1,1,59,0,2,2,1,1,0,0,0,0,0,0,0,42,8,0,773
7,15,2017-04-15,59,106,191,2,5,4,45,167,19,36,38,12,20,31,0,0,52,0,2,1,0,0,0,0,0,1,0,0,0,24,2,0,817
1,15,2017-04-16,25,108,187,2,8,2,52,116,15,32,19,5,16,21,0,0,43,1,1,1,0,2,2,0,1,0,0,0,0,20,7,0,686
2,16,2017-04-17,60,78,140,5,10,3,63,160,15,28,29,3,10,41,0,0,68,2,0,0,0,0,1,0,0,0,0,0,0,28,8,0,752
3,16,2017-04-18,40,73,137,3,2,3,60,157,22,29,26,4,13,32,2,0,63,3,15,0,3,0,4,0,0,0,0,0,0,41,2,1,735
4,16,2017-04-19,60,77,126,4,8,2,52,180,24,37,20,3,11,50,0,0,54,1,5,0,0,1,1,0,0,0,0,0,0,37,5,0,758
5,16,2017-04-20,42,79,113,6,5,4,43,188,22,29,18,3,18,38,1,1,61,0,2,0,0,1,0,0,1,0,0,0,0,34,4,0,713
6,16,2017-04-21,58,64,133,2,4,4,75,195,11,28,35,1,21,58,0,0,53,2,5,1,1,3,3,0,0,0,0,0,0,56,1,0,814
7,16,2017-04-22,41,80,150,4,5,3,54,140,16,25,26,4,9,36,0,2,58,1,1,0,0,0,1,0,1,0,0,0,0,40,4,0,701
1,16,2017-04-23,28,73,149,1,6,1,52,156,12,44,25,5,17,23,0,0,61,4,7,0,1,1,2,0,0,0,0,0,0,31,4,0,703
2,17,2017-04-24,54,74,151,5,10,6,43,158,21,26,30,3,20,40,0,0,58,3,1,3,2,0,1,0,1,0,0,0,0,22,4,0,736
3,17,2017-04-25,54,84,126,3,5,3,53,180,23,26,34,5,20,32,1,0,62,1,5,1,2,0,2,1,0,0,0,0,0,31,3,0,757
4,17,2017-04-26,39,85,160,4,5,0,56,151,14,25,21,6,19,42,1,0,73,0,0,1,1,1,1,1,0,0,0,0,0,47,5,0,758
5,17,2017-04-27,49,60,143,4,5,1,63,176,26,21,26,3,10,28,0,0,48,1,2,0,2,0,1,1,0,0,0,0,0,42,4,0,716
6,17,2017-04-28,58,72,166,12,13,3,48,176,21,29,36,6,20,37,0,0,61,4,10,3,2,0,0,1,0,0,0,0,0,50,4,0,832
7,17,2017-04-29,40,83,110,2,9,1,41,140,11,24,39,5,9,28,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,27,4,0,615
1,17,2017-04-30,30,98,121,1,5,2,48,129,20,33,28,2,13,27,0,0,56,0,2,0,0,0,2,0,0,0,0,0,0,33,6,0,656
2,18,2017-05-01,143,68,134,2,19,10,75,183,18,30,24,3,7,45,0,1,51,1,0,0,0,1,1,1,1,0,0,0,0,32,9,1,860
3,18,2017-05-02,62,74,119,2,8,2,52,154,11,23,27,5,11,31,1,1,62,0,0,0,2,0,1,0,0,1,0,0,0,36,4,0,689
4,18,2017-05-03,54,71,142,3,8,6,57,165,21,34,22,4,9,41,0,0,54,0,3,0,0,1,0,1,0,0,0,0,0,40,3,0,739
5,18,2017-05-04,54,76,141,1,6,0,39,189,22,35,15,4,7,34,1,0,59,0,1,2,0,1,2,0,0,0,0,0,0,47,5,0,741
6,18,2017-05-05,66,81,143,5,6,5,62,161,23,26,25,6,17,37,0,0,65,1,1,0,0,3,1,1,0,0,0,0,0,50,11,1,797
7,18,2017-05-06,42,81,153,0,7,0,42,175,22,33,34,4,13,21,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,32,4,0,713
1,18,2017-05-07,24,79,161,4,7,1,40,141,14,32,24,6,11,20,0,0,37,5,0,0,0,0,1,0,0,0,0,0,0,13,9,0,629
2,19,2017-05-08,59,65,120,7,5,1,54,172,24,34,22,2,8,34,1,1,41,1,0,1,1,0,2,1,0,0,0,0,0,43,6,0,705
3,19,2017-05-09,50,64,123,1,7,4,53,170,21,28,26,4,11,39,1,1,63,2,3,1,0,0,0,0,0,0,0,0,0,34,1,0,707
4,19,2017-05-10,47,76,105,5,2,5,51,160,25,22,26,5,8,37,0,1,55,3,1,0,0,0,1,0,0,0,0,0,0,27,1,0,663
5,19,2017-05-11,39,76,140,1,6,1,42,176,21,24,35,3,14,45,1,2,61,1,4,0,1,0,0,0,0,0,0,0,0,38,3,0,734
6,19,2017-05-12,59,86,141,3,8,7,68,213,22,22,32,2,12,38,0,1,73,3,2,1,1,0,2,0,2,0,0,0,0,48,1,0,847
7,19,2017-05-13,37,95,137,10,4,1,52,161,17,21,27,3,18,30,0,1,60,1,4,2,1,2,1,0,0,0,0,0,0,36,3,0,724
1,19,2017-05-14,30,82,174,3,6,1,48,148,19,29,32,5,19,19,0,0,55,5,5,0,1,0,1,0,0,0,0,0,0,25,5,0,712
2,20,2017-05-15,74,94,179,5,9,1,59,201,23,33,33,4,9,40,0,1,55,1,0,1,1,0,0,0,1,0,0,0,0,44,2,0,870
3,20,2017-05-16,41,76,159,2,4,4,45,172,17,29,33,3,20,36,0,0,62,1,0,1,0,0,0,0,0,0,0,0,0,36,6,0,747
4,20,2017-05-17,42,93,178,3,7,2,44,189,26,28,34,3,9,31,0,0,88,5,6,1,1,1,1,2,0,0,0,0,0,36,4,0,834
5,20,2017-05-18,62,80,159,1,9,4,47,181,21,32,24,5,9,30,0,0,67,2,4,1,0,2,2,0,0,0,0,0,0,30,3,0,775
6,20,2017-05-19,59,83,126,3,6,4,44,193,17,29,38,1,9,46,0,1,65,0,1,2,0,0,1,0,1,0,0,0,0,45,2,0,776
7,20,2017-05-20,40,83,107,2,3,1,46,159,21,27,29,3,8,22,0,3,54,2,7,1,0,1,1,1,0,0,0,0,0,39,3,1,664
1,20,2017-05-21,26,101,212,4,1,1,60,155,15,29,28,4,15,29,0,2,67,2,4,0,0,0,0,0,0,0,0,0,0,35,1,0,791
2,21,2017-05-22,56,81,141,5,12,5,53,184,25,37,23,6,15,34,0,0,72,3,1,1,0,2,4,0,0,0,0,0,0,33,4,0,797
3,21,2017-05-23,45,65,142,3,9,4,59,168,19,32,29,5,15,34,0,0,57,2,4,0,1,1,0,0,0,0,1,0,0,39,4,0,738
4,21,2017-05-24,44,95,114,4,3,5,49,209,20,29,26,4,11,32,1,0,64,1,7,0,0,0,3,0,0,0,0,0,0,34,6,0,761
5,21,2017-05-25,56,79,146,4,9,3,62,174,22,30,24,4,15,31,1,2,65,3,0,0,1,0,2,0,0,0,0,0,0,29,1,0,763
6,21,2017-05-26,47,61,133,4,3,1,66,181,21,32,30,10,12,54,0,0,51,0,5,1,0,1,1,0,1,0,0,0,0,45,7,0,767
7,21,2017-05-27,39,100,174,5,14,2,33,174,24,27,16,15,24,38,0,1,54,2,2,0,1,0,1,0,0,1,0,0,0,51,2,0,800
1,21,2017-05-28,29,74,183,2,7,0,59,131,22,28,19,7,13,32,1,1,50,1,0,3,1,0,1,1,0,0,0,0,0,26,14,0,705
2,22,2017-05-29,29,92,182,5,7,4,53,151,24,32,24,6,19,32,0,0,61,4,4,0,0,1,0,0,0,0,0,0,0,34,4,0,768
3,22,2017-05-30,53,97,160,4,7,4,61,189,16,29,34,11,18,28,0,0,68,4,2,0,0,2,5,0,0,0,0,0,0,21,1,0,814
4,22,2017-05-31,48,90,135,2,7,2,58,158,18,27,16,6,11,41,0,0,69,1,3,0,0,0,2,0,0,1,0,0,0,38,5,0,738
5,22,2017-06-01,127,78,128,6,25,9,62,198,17,31,16,3,16,37,1,1,72,3,0,1,0,1,2,1,0,0,0,0,0,38,10,0,883
6,22,2017-06-02,54,93,160,1,6,2,43,207,19,29,36,3,13,44,0,0,71,2,0,2,2,0,4,0,0,0,0,0,0,45,4,1,841
7,22,2017-06-03,43,106,191,0,10,2,48,190,17,41,32,7,18,32,0,0,45,3,6,2,1,0,0,0,0,0,0,0,0,27,2,0,823
1,22,2017-06-04,37,105,198,6,6,1,40,166,18,43,36,3,13,29,0,1,67,3,1,2,0,0,2,0,0,0,0,0,0,35,8,0,820
2,23,2017-06-05,58,74,129,2,5,2,37,179,19,29,35,4,10,33,1,0,80,3,0,1,2,1,1,0,0,0,0,0,0,25,6,0,736
3,23,2017-06-06,68,99,155,4,6,1,45,198,16,30,28,4,11,37,0,0,77,2,3,1,0,1,3,0,0,0,0,0,0,33,3,0,825
4,23,2017-06-07,62,75,147,5,6,3,43,193,25,26,35,5,17,37,0,0,69,3,4,0,1,1,1,0,0,0,0,0,0,22,6,1,787
5,23,2017-06-08,56,87,133,5,5,4,49,190,23,32,31,8,17,37,2,2,61,3,3,1,0,1,0,0,0,0,0,0,0,17,2,0,769
6,23,2017-06-09,48,74,146,1,11,5,45,188,22,44,34,6,27,48,2,0,63,2,7,1,2,0,0,1,0,0,0,0,0,31,8,0,816
7,23,2017-06-10,41,62,177,3,7,2,47,208,17,30,34,2,16,30,0,0,62,0,8,1,0,1,1,0,1,0,0,0,0,29,6,0,785
1,23,2017-06-11,35,91,207,4,6,1,48,200,24,27,26,3,15,23,0,0,67,6,1,1,0,0,0,0,0,0,0,0,0,26,2,0,813
2,24,2017-06-12,42,67,152,1,8,3,43,182,21,30,41,1,13,26,0,1,57,5,0,1,1,1,4,0,0,0,0,0,0,39,1,0,740
3,24,2017-06-13,63,78,142,3,1,3,53,206,25,39,33,5,6,37,0,1,65,4,5,2,2,0,1,0,0,0,0,0,0,30,3,0,807
4,24,2017-06-14,53,72,131,2,6,2,53,209,23,24,38,4,7,41,3,0,71,1,1,1,0,0,3,0,0,0,0,0,0,23,1,0,769
5,24,2017-06-15,67,91,140,4,5,3,45,202,28,31,26,5,17,54,1,1,68,2,0,3,2,0,1,0,0,0,0,0,0,25,2,0,823
6,24,2017-06-16,65,79,166,4,7,5,57,197,14,34,38,7,23,33,0,1,63,3,1,1,0,3,0,0,2,0,0,0,0,31,0,1,835
7,24,2017-06-17,57,102,196,4,4,3,37,199,17,27,42,2,20,39,1,1,40,1,0,1,0,0,3,0,0,0,0,0,0,23,6,0,825
1,24,2017-06-18,37,89,214,4,8,4,38,179,17,34,28,6,15,33,0,0,48,8,3,0,0,0,0,0,0,0,0,0,0,14,6,1,786
2,25,2017-06-19,35,99,147,3,6,3,54,174,17,25,36,5,16,30,0,1,53,2,0,1,0,0,3,0,0,0,0,0,0,30,5,0,745
3,25,2017-06-20,48,116,145,3,4,2,36,188,21,38,32,4,11,44,0,0,68,2,2,0,0,0,2,1,0,0,0,0,0,32,3,0,802
4,25,2017-06-21,55,76,121,2,5,2,61,193,21,39,41,7,16,37,1,1,54,4,9,1,0,0,4,0,0,0,0,0,0,32,4,0,786
5,25,2017-06-22,71,97,137,3,3,4,47,224,19,35,27,5,15,40,0,1,54,2,1,1,0,1,4,1,0,0,0,0,0,22,5,0,819
6,25,2017-06-23,53,95,131,4,4,3,44,206,26,27,37,2,19,33,0,1,52,1,4,1,0,1,1,0,0,0,0,0,0,29,3,0,777
7,25,2017-06-24,45,95,180,1,2,4,45,190,28,35,35,3,12,32,0,0,62,2,0,0,0,1,0,0,0,0,0,0,0,40,7,0,819
1,25,2017-06-25,29,91,196,1,11,8,48,180,16,30,31,3,11,32,0,4,77,1,0,2,0,1,3,0,0,0,0,0,0,18,2,2,797
2,26,2017-06-26,52,83,142,5,4,4,55,193,17,38,39,5,11,41,0,0,55,4,0,0,0,1,0,1,0,0,0,0,0,32,5,0,787
3,26,2017-06-27,44,71,149,4,7,3,46,196,29,42,30,4,16,29,1,1,54,5,4,0,0,0,1,0,0,0,0,0,0,34,1,0,771
4,26,2017-06-28,49,72,104,2,6,2,45,160,9,37,47,3,12,53,1,1,63,4,3,2,1,1,0,1,0,0,0,0,0,27,2,0,707
5,26,2017-06-29,55,85,146,5,4,1,49,196,31,16,40,3,11,36,1,1,60,1,4,0,0,0,2,0,0,0,0,0,0,26,3,0,776
6,26,2017-06-30,45,80,141,5,5,2,52,201,21,39,29,4,18,33,0,0,59,4,6,0,0,0,0,0,0,0,0,0,0,30,4,0,778
7,26,2017-07-01,111,99,160,4,14,9,76,204,21,29,24,4,20,33,0,2,67,1,6,0,1,2,1,1,0,0,0,0,0,34,11,0,934
1,26,2017-07-02,23,103,165,3,10,4,45,164,22,43,32,8,23,30,1,2,62,3,0,3,0,0,2,1,0,0,0,0,0,28,3,0,780
2,27,2017-07-03,72,91,145,2,4,2,47,214,19,34,33,6,15,42,0,1,63,0,1,2,1,0,1,0,0,0,0,0,0,62,6,0,863
3,27,2017-07-04,31,104,184,9,9,3,51,167,24,26,40,6,26,27,1,0,55,1,2,0,0,2,0,0,1,0,0,0,0,22,5,0,796
4,27,2017-07-05,57,104,164,3,4,5,52,182,23,35,40,10,24,36,0,0,73,8,0,0,0,0,2,0,0,0,0,0,0,31,5,0,858
5,27,2017-07-06,46,74,131,2,8,1,46,197,23,38,31,6,16,45,1,2,69,3,4,0,1,1,2,0,0,0,0,0,0,24,7,0,778
6,27,2017-07-07,69,81,140,4,5,1,33,175,22,24,37,7,17,37,0,1,70,0,0,0,1,1,0,1,0,0,0,0,0,29,3,0,758
7,27,2017-07-08,46,77,159,2,3,6,48,179,13,21,36,6,23,46,0,0,56,1,0,1,1,0,2,0,0,0,0,0,0,27,6,0,759
1,27,2017-07-09,25,87,196,4,5,2,45,193,16,50,28,6,14,32,1,1,72,2,4,0,0,0,2,0,0,0,0,0,0,33,3,1,822
2,28,2017-07-10,59,89,110,5,3,3,49,195,25,29,29,3,21,41,0,0,64,2,0,1,0,0,0,0,0,0,0,0,0,42,9,0,779
3,28,2017-07-11,59,77,131,2,1,5,51,202,19,27,32,8,15,38,1,1,58,2,0,1,1,0,0,0,0,0,0,0,0,30,8,0,769
4,28,2017-07-12,42,91,112,1,3,1,47,193,16,28,26,3,8,32,0,2,48,2,4,0,0,1,0,0,0,0,0,0,0,25,5,0,690
5,28,2017-07-13,51,93,155,5,10,6,41,211,21,34,27,0,17,41,1,1,49,3,1,1,2,0,1,0,1,0,0,0,0,42,4,0,818
6,28,2017-07-14,52,81,149,5,5,3,40,207,16,22,30,7,13,48,1,0,63,8,0,0,2,0,2,0,0,0,0,0,0,43,1,0,798
7,28,2017-07-15,61,94,185,3,4,3,56,219,21,39,33,3,19,37,0,0,51,4,2,1,2,2,2,0,0,0,0,0,0,38,8,1,888
1,28,2017-07-16,32,96,183,3,3,5,44,171,17,37,44,6,17,36,0,0,64,3,5,0,1,2,0,0,0,0,0,0,0,36,7,0,812
2,29,2017-07-17,65,96,133,3,4,1,58,241,19,35,33,6,9,44,0,0,54,3,0,0,0,0,3,0,1,0,0,0,0,33,3,0,844
3,29,2017-07-18,66,80,146,6,3,4,53,203,21,27,30,0,22,33,0,2,51,3,9,0,1,3,1,1,1,0,0,0,0,21,4,0,791
4,29,2017-07-19,53,61,134,5,4,1,46,209,20,27,37,3,21,39,3,1,54,0,0,0,0,1,3,1,1,0,0,0,0,41,3,0,768
5,29,2017-07-20,51,80,124,2,5,7,52,195,11,44,18,1,9,53,0,0,58,2,10,0,1,0,1,0,0,0,0,0,0,31,5,0,760
6,29,2017-07-21,43,72,141,3,7,3,41,215,24,25,27,8,11,48,0,5,44,1,0,0,0,0,1,1,0,0,0,0,0,37,1,0,758
7,29,2017-07-22,41,87,164,1,7,2,39,179,20,29,38,1,15,39,0,0,54,2,1,1,1,0,1,0,0,0,0,0,0,30,3,0,755
1,29,2017-07-23,37,106,203,4,8,2,42,182,23,36,30,7,12,41,1,0,65,4,1,1,0,0,1,0,0,0,0,0,0,28,8,0,842
2,30,2017-07-24,77,86,127,1,3,4,60,165,28,43,27,3,17,40,0,0,60,3,1,0,1,2,3,0,0,0,0,0,0,27,2,1,781
3,30,2017-07-25,68,110,128,3,6,4,66,225,20,33,32,4,18,41,0,1,52,2,0,0,1,1,0,0,0,0,0,0,0,30,5,0,850
4,30,2017-07-26,53,83,133,6,2,5,50,178,19,27,29,4,19,46,1,0,57,1,1,3,1,1,0,0,0,0,0,0,0,33,0,0,752
5,30,2017-07-27,45,76,138,4,2,3,49,218,19,43,26,3,12,40,1,1,64,4,3,1,1,1,1,0,0,0,0,0,0,31,4,0,790
6,30,2017-07-28,64,92,138,3,7,1,51,246,19,30,39,3,16,44,0,1,53,5,1,2,0,0,0,0,0,0,0,0,0,29,7,0,851
7,30,2017-07-29,43,103,191,1,8,3,52,170,15,27,34,3,21,31,0,2,52,0,1,1,1,1,0,0,1,0,0,0,0,29,10,0,800
1,30,2017-07-30,35,89,199,2,8,2,45,177,25,35,42,7,16,26,0,1,65,1,0,1,0,1,0,0,0,0,0,0,0,32,9,0,818
2,31,2017-07-31,57,83,133,6,5,2,56,213,21,27,28,6,13,40,0,1,54,2,4,1,0,1,2,0,0,0,0,0,0,27,9,1,792
3,31,2017-08-01,103,104,136,0,7,8,87,245,17,46,35,3,14,39,0,1,66,1,0,1,0,0,2,0,0,0,0,0,0,34,9,0,958
4,31,2017-08-02,56,100,139,4,6,3,68,182,17,28,28,4,8,23,1,1,58,0,6,3,1,0,0,0,0,0,0,0,0,33,5,0,774
5,31,2017-08-03,66,93,153,4,5,3,46,234,26,31,22,4,11,45,1,0,59,1,8,0,0,0,2,0,0,0,0,0,0,33,2,0,849
6,31,2017-08-04,76,86,131,0,7,1,52,311,22,39,30,8,17,45,0,1,52,0,5,0,0,0,0,1,0,0,0,0,0,37,3,0,924
7,31,2017-08-05,59,90,144,1,9,2,62,317,21,41,29,5,15,36,0,0,61,2,3,0,1,1,0,0,0,0,0,0,0,23,6,0,928
1,31,2017-08-06,29,98,196,3,6,2,49,229,15,40,31,4,10,32,1,0,69,3,4,1,0,0,4,0,0,0,0,0,0,35,4,0,865
2,32,2017-08-07,53,106,133,4,3,2,42,178,14,44,28,3,14,50,0,0,48,1,0,1,0,0,2,0,2,0,0,0,0,37,8,0,773
3,32,2017-08-08,61,82,115,1,8,3,48,199,13,35,26,7,15,36,0,1,61,1,8,0,0,0,0,0,1,0,0,0,0,40,7,0,768
4,32,2017-08-09,59,62,138,4,6,3,52,213,14,30,31,3,15,29,1,0,58,3,11,2,2,1,0,0,0,0,0,0,0,26,6,0,769
5,32,2017-08-10,53,104,134,3,3,1,45,200,28,29,28,2,13,41,1,0,61,2,2,1,2,0,2,0,0,0,0,0,0,29,6,0,790
6,32,2017-08-11,38,99,131,2,8,3,37,210,26,27,27,7,12,41,2,2,48,0,0,3,0,0,2,0,0,0,0,0,0,32,8,0,765
7,32,2017-08-12,49,90,175,3,6,3,29,207,21,36,35,4,21,37,2,0,46,2,5,2,1,0,0,0,1,0,0,0,0,27,10,0,812
1,32,2017-08-13,29,84,170,3,2,3,49,165,19,27,30,4,17,44,0,2,46,8,3,0,0,3,2,0,0,0,0,0,0,15,5,0,730
2,33,2017-08-14,52,97,139,6,7,2,43,232,18,30,38,1,12,36,0,0,62,4,0,1,0,0,2,0,0,0,0,0,0,30,3,0,815
3,33,2017-08-15,52,89,126,3,4,6,40,237,19,40,43,3,13,40,0,1,49,2,0,2,0,0,0,0,0,0,0,0,0,18,8,0,795
4,33,2017-08-16,64,70,132,3,8,3,46,223,17,39,36,6,11,40,0,1,67,3,0,0,0,0,0,0,0,0,0,0,0,23,3,0,795
5,33,2017-08-17,57,78,123,1,4,2,56,195,18,49,27,4,9,46,1,2,57,0,1,0,3,0,0,0,0,0,0,0,0,33,2,0,768
6,33,2017-08-18,50,89,157,4,9,1,56,214,17,41,31,4,16,49,0,1,61,2,0,2,0,1,2,0,0,0,0,0,0,46,5,1,859
7,33,2017-08-19,50,107,190,7,6,0,42,225,18,44,35,7,21,28,0,1,68,2,2,1,1,0,1,1,0,0,0,0,0,32,3,0,892
1,33,2017-08-20,33,96,189,3,6,4,50,171,25,33,28,4,17,39,0,0,42,7,0,2,0,1,3,0,2,0,0,0,0,18,3,0,776
2,34,2017-08-21,53,86,146,5,8,4,37,193,13,45,36,4,15,25,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,754
3,34,2017-08-22,44,79,143,2,9,3,47,204,24,55,22,5,19,38,0,1,54,1,0,1,0,0,1,0,0,0,0,0,0,25,3,0,780
4,34,2017-08-23,43,84,116,4,11,3,47,187,23,37,42,4,11,31,0,0,54,1,5,1,0,1,3,0,0,0,1,0,0,32,6,0,747
5,34,2017-08-24,62,83,126,5,5,0,53,227,27,41,15,4,16,46,2,1,43,1,1,2,0,1,0,0,0,0,0,0,0,35,4,1,801
6,34,2017-08-25,60,85,132,1,14,1,31,185,18,35,28,4,21,32,0,1,42,0,0,2,1,2,6,0,0,0,0,0,0,70,1,0,772
7,34,2017-08-26,42,80,173,4,3,2,42,195,22,40,34,4,13,35,1,0,45,3,0,1,0,0,1,0,1,0,0,0,0,30,9,0,780
1,34,2017-08-27,31,96,165,3,8,3,39,177,18,39,30,6,15,34,0,0,60,4,0,1,0,0,1,0,0,0,0,0,0,17,8,0,755
2,35,2017-08-28,62,63,107,4,9,2,40,180,24,37,27,4,12,27,0,0,50,1,0,0,2,0,1,0,0,0,0,0,0,33,3,0,688
3,35,2017-08-29,49,66,113,4,4,1,40,172,18,43,26,10,20,40,2,0,60,0,7,3,1,2,1,0,0,0,0,0,0,35,6,1,724
4,35,2017-08-30,55,69,127,7,5,2,33,212,18,38,33,6,16,39,0,1,61,0,4,1,1,0,4,0,0,0,0,0,0,50,5,1,788
5,35,2017-08-31,58,70,125,6,2,3,48,143,8,35,41,7,17,30,0,1,69,3,6,0,0,0,1,2,1,0,0,0,0,52,7,0,735
6,35,2017-09-01,127,89,135,4,11,9,62,184,23,51,36,4,21,38,1,0,51,0,2,0,1,0,1,0,0,0,1,0,0,56,12,0,919
7,35,2017-09-02,39,75,140,6,9,0,49,184,13,46,28,2,12,41,2,3,54,2,0,1,0,1,0,0,0,0,0,0,0,58,6,0,771
1,35,2017-09-03,36,95,152,4,3,5,47,163,16,29,23,4,25,23,1,0,73,2,0,0,0,3,2,0,0,0,0,0,0,43,8,0,757
2,36,2017-09-04,30,78,167,2,9,2,53,138,16,30,29,4,14,24,0,0,55,3,0,1,0,0,2,0,0,0,0,0,0,51,8,0,716
3,36,2017-09-05,70,61,137,2,6,2,36,154,19,38,23,2,11,30,0,1,53,0,0,2,0,0,1,1,0,0,0,0,0,53,2,0,704
4,36,2017-09-06,60,76,103,5,2,1,33,159,18,28,26,5,12,29,0,0,51,4,0,1,0,0,0,0,0,0,0,0,0,34,1,0,648
5,36,2017-09-07,56,66,119,1,6,1,35,188,22,43,40,6,14,29,0,1,58,1,3,1,0,2,1,0,1,0,0,0,0,28,6,0,728
6,36,2017-09-08,47,73,127,6,5,4,43,167,14,28,37,3,14,43,0,0,55,1,0,2,2,3,0,0,0,0,0,0,0,24,4,0,702
7,36,2017-09-09,56,76,142,1,7,3,40,187,20,36,25,8,14,25,1,1,59,4,0,1,1,0,1,0,0,0,0,0,0,23,4,0,735
1,36,2017-09-10,38,74,171,3,9,1,39,172,14,37,36,4,17,26,0,0,62,1,0,0,1,2,0,0,0,0,0,0,0,24,8,0,739
2,37,2017-09-11,64,70,118,1,6,4,46,167,13,41,31,4,12,30,0,0,43,0,0,0,2,0,3,1,1,0,0,0,0,28,6,0,691
3,37,2017-09-12,62,57,136,1,5,4,38,194,19,23,31,4,18,43,0,0,42,3,4,0,1,1,0,0,0,0,0,0,0,33,7,0,726
4,37,2017-09-13,52,77,114,4,7,4,37,180,21,19,28,5,14,44,1,0,60,2,0,0,0,1,2,0,1,0,0,0,0,30,3,0,706
5,37,2017-09-14,62,59,143,0,6,2,44,205,22,27,27,2,12,29,0,0,58,1,0,1,1,0,1,0,0,0,0,0,0,31,1,0,734
6,37,2017-09-15,58,80,147,2,4,5,36,231,18,28,26,5,12,47,0,0,69,5,1,1,1,1,1,0,0,0,0,0,0,29,1,0,808
7,37,2017-09-16,39,117,163,2,4,4,45,194,17,32,41,8,18,29,0,1,69,2,2,1,2,0,0,0,0,0,0,0,0,31,5,0,826
1,37,2017-09-17,42,98,191,4,4,3,39,205,23,25,29,3,8,29,0,0,67,4,0,0,1,1,2,1,0,0,0,0,0,22,11,0,812
2,38,2017-09-18,65,75,144,4,5,5,42,190,20,32,35,5,10,41,0,0,67,2,0,0,2,0,1,0,1,0,0,0,0,23,3,0,772
3,38,2017-09-19,45,66,144,3,10,1,40,188,17,28,29,4,15,33,2,0,46,1,1,0,0,0,2,0,0,0,0,0,0,29,4,0,708
4,38,2017-09-20,62,92,154,5,7,2,49,184,18,34,35,7,7,45,0,0,76,0,1,3,0,2,1,0,0,0,0,0,0,38,5,0,827
5,38,2017-09-21,63,98,143,4,5,2,39,194,21,45,29,4,10,30,3,1,71,2,2,0,1,0,1,1,0,1,0,0,0,35,2,0,807
6,38,2017-09-22,45,76,150,2,10,0,47,194,20,29,33,3,17,47,0,0,69,2,1,1,1,1,4,0,0,0,0,0,0,41,4,0,797
7,38,2017-09-23,47,108,200,5,3,4,39,184,18,35,31,8,19,33,0,1,57,1,1,2,1,2,2,1,1,0,0,0,0,21,6,0,830
1,38,2017-09-24,40,105,216,2,12,5,44,178,18,34,35,1,8,27,0,0,40,2,0,1,0,1,0,1,0,0,0,0,0,32,9,0,811
2,39,2017-09-25,64,84,138,2,4,2,51,207,13,38,31,5,12,35,2,0,84,3,0,2,0,0,1,0,0,0,0,0,0,40,3,0,821
3,39,2017-09-26,58,80,136,4,6,1,48,190,11,29,26,3,14,38,0,1,62,3,1,0,1,0,0,0,0,0,0,0,0,33,4,0,749
4,39,2017-09-27,54,67,151,1,7,3,34,176,18,42,24,3,14,39,0,1,50,1,1,0,0,0,1,0,0,0,0,0,0,36,3,0,726
5,39,2017-09-28,47,66,130,2,9,4,45,179,17,30,25,4,13,43,0,1,65,2,0,0,0,1,0,1,1,0,0,0,0,30,1,0,716
