weekday,weekno,crimedate,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
7,27,2007-07-07,48,157,309,1,10,3,69,256,34,58,54,6,8,58,1,3,95,0,12,2,0,2,2,0,0,0,0,0,0,133,3,0,1324
1,27,2007-07-08,28,164,288,4,5,12,72,222,27,59,56,12,9,54,1,4,88,5,7,4,2,2,3,0,0,0,0,0,0,138,4,0,1270
2,28,2007-07-09,41,141,221,2,5,3,83,255,41,60,50,5,8,83,0,0,88,3,16,4,0,1,3,0,0,0,0,0,0,158,5,0,1276
3,28,2007-07-10,36,150,207,0,5,6,72,288,49,49,60,10,10,80,2,3,78,0,25,4,1,0,1,0,0,1,0,0,0,161,0,0,1298
4,28,2007-07-11,35,173,203,3,6,6,71,266,44,43,52,3,8,66,1,3,79,0,18,2,0,0,4,0,0,0,0,0,0,183,5,0,1274
5,28,2007-07-12,46,168,222,4,4,4,82,302,48,41,46,15,14,91,0,5,76,1,43,8,0,2,3,0,0,0,0,0,0,167,3,0,1395
6,28,2007-07-13,54,156,198,1,4,8,72,323,50,63,59,9,11,65,0,0,78,2,39,11,1,1,3,0,0,0,0,0,0,158,2,0,1368
7,28,2007-07-14,33,175,268,0,8,3,59,268,31,51,66,4,8,67,0,5,76,1,7,8,0,0,1,0,0,0,0,0,0,126,0,0,1265
1,28,2007-07-15,24,173,312,4,7,8,72,274,35,47,45,12,8,64,0,2,74,2,10,10,0,1,1,0,0,0,0,0,0,125,8,0,1318
2,29,2007-07-16,40,167,201,0,7,6,70,261,34,42,49,5,9,77,0,1,74,0,8,8,4,0,1,0,0,0,0,0,0,150,6,0,1220
3,29,2007-07-17,33,167,210,2,4,3,66,289,47,48,52,14,6,70,3,2,77,1,11,6,1,1,5,0,0,0,0,0,0,203,4,0,1325
4,29,2007-07-18,45,158,236,1,7,8,74,267,38,51,63,8,8,89,2,2,93,3,17,10,2,2,4,0,0,0,0,0,0,151,7,0,1346
5,29,2007-07-19,52,170,211,4,5,3,70,272,41,40,63,10,14,75,1,3,56,0,13,6,0,0,0,0,0,0,0,0,0,158,5,0,1272
6,29,2007-07-20,42,166,217,6,7,2,85,310,34,35,62,7,18,80,0,3,88,1,14,5,1,2,3,0,0,0,0,0,0,197,3,0,1388
7,29,2007-07-21,37,186,299,2,6,2,80,254,40,63,59,7,15,55,0,4,73,1,17,9,0,1,4,0,0,0,0,0,0,133,5,0,1352
1,29,2007-07-22,27,171,319,2,12,7,69,240,38,44,54,11,14,84,0,4,99,2,11,7,0,1,3,0,0,0,0,0,0,139,7,0,1365
2,30,2007-07-23,36,145,221,0,3,3,64,294,43,47,53,9,5,78,3,2,80,2,12,10,0,0,1,0,0,0,0,0,0,137,2,0,1250
3,30,2007-07-24,52,155,270,3,3,4,88,250,37,44,43,9,10,99,0,2,68,0,22,9,0,0,3,0,0,0,0,0,0,173,3,0,1347
4,30,2007-07-25,53,161,243,5,4,5,68,271,51,50,43,11,9,84,2,7,84,3,16,6,0,0,2,0,0,0,0,0,0,165,1,0,1344
5,30,2007-07-26,41,145,219,6,5,7,75,295,37,37,58,7,9,80,2,5,85,1,16,3,0,0,3,0,0,0,0,0,0,174,5,0,1315
6,30,2007-07-27,55,156,209,4,9,7,83,323,49,39,59,7,16,71,0,3,72,2,41,7,0,4,4,0,0,0,0,0,0,165,6,0,1391
7,30,2007-07-28,33,198,292,1,12,8,74,247,36,51,48,12,15,53,0,3,86,2,9,8,1,0,4,0,0,0,0,0,0,165,7,0,1365
1,30,2007-07-29,18,182,292,4,8,1,68,246,24,48,48,12,13,66,0,4,95,2,2,9,1,2,4,0,0,0,0,0,0,149,5,0,1303
2,31,2007-07-30,64,146,244,5,9,4,78,279,43,57,41,10,7,89,0,5,89,0,7,6,0,0,2,0,0,0,0,0,0,128,3,0,1316
3,31,2007-07-31,58,136,230,0,5,5,69,247,42,46,38,13,10,62,0,4,87,0,17,3,0,1,4,0,0,0,0,0,0,172,2,0,1251
4,31,2007-08-01,85,180,189,1,16,8,126,384,36,48,61,11,11,75,1,3,96,3,9,13,2,2,0,0,0,0,0,0,0,186,13,0,1559
5,31,2007-08-02,48,162,246,1,6,7,62,232,42,38,53,8,13,72,0,2,90,2,17,7,1,0,2,0,0,0,0,0,0,157,6,0,1274
6,31,2007-08-03,38,197,224,0,8,4,90,275,42,50,50,10,13,59,0,3,72,1,8,6,1,2,2,0,0,0,0,0,0,172,1,0,1328
7,31,2007-08-04,35,152,297,2,14,4,61,241,41,46,49,6,6,72,1,6,86,2,9,5,0,1,1,0,0,0,0,0,0,116,7,0,1260
1,31,2007-08-05,29,176,266,0,6,5,75,234,36,45,47,13,6,70,0,1,78,4,2,4,0,3,3,0,0,0,0,0,0,137,4,0,1244
2,32,2007-08-06,41,171,222,2,5,3,81,282,52,46,49,6,4,75,1,3,71,0,7,4,0,0,1,0,0,0,0,0,0,137,3,0,1266
3,32,2007-08-07,46,163,201,3,15,2,77,281,43,45,55,10,11,58,0,6,77,0,14,11,0,1,2,0,0,0,0,0,0,150,1,0,1272
4,32,2007-08-08,42,160,257,0,3,2,77,257,38,43,42,10,8,84,0,1,76,1,22,4,1,0,0,0,0,0,0,0,0,162,3,0,1293
5,32,2007-08-09,35,157,198,1,12,5,82,267,45,46,67,8,8,80,3,3,60,4,30,7,1,1,1,0,0,0,0,0,0,160,2,0,1283
6,32,2007-08-10,44,163,231,4,11,6,85,265,33,47,56,12,11,90,1,4,94,1,17,7,1,1,3,0,0,0,0,0,0,195,2,0,1384
7,32,2007-08-11,41,191,306,1,7,3,79,251,29,40,57,11,10,61,0,6,73,1,9,10,0,0,0,0,0,0,0,0,0,131,6,0,1323
1,32,2007-08-12,21,178,312,5,6,4,76,212,38,53,52,9,10,61,2,7,82,1,6,3,2,0,1,0,0,1,0,0,0,124,10,0,1276
2,33,2007-08-13,44,155,229,3,10,4,74,283,48,58,66,7,10,102,0,0,81,1,10,4,1,1,1,0,0,0,0,0,0,157,6,0,1355
3,33,2007-08-14,41,155,237,3,10,7,75,257,48,58,55,6,10,100,0,5,75,1,27,10,1,0,2,0,0,0,0,0,0,169,4,0,1356
4,33,2007-08-15,47,183,183,1,9,5,91,291,34,47,55,5,13,82,1,5,77,0,27,7,1,0,0,0,0,0,0,0,0,142,2,0,1308
5,33,2007-08-16,48,137,199,4,6,3,63,256,38,49,41,6,9,82,0,3,73,0,27,10,0,1,2,0,0,0,0,0,0,146,3,0,1206
6,33,2007-08-17,59,167,197,2,13,1,69,289,54,47,60,5,13,85,0,3,70,1,27,7,2,0,2,0,0,0,0,0,0,177,3,0,1353
7,33,2007-08-18,36,160,225,1,8,7,64,230,43,44,52,3,10,73,1,4,60,3,6,2,0,1,0,0,0,0,0,0,0,150,4,0,1187
1,33,2007-08-19,20,154,195,1,7,5,89,214,31,31,64,5,9,49,1,4,66,3,8,2,4,0,2,0,0,0,0,0,0,121,3,0,1088
2,34,2007-08-20,43,121,156,1,9,4,79,273,50,44,67,8,11,85,0,1,74,1,11,5,1,0,3,0,0,0,0,0,0,139,5,0,1191
3,34,2007-08-21,37,146,198,0,11,2,72,270,53,42,44,8,13,89,0,6,73,4,29,6,1,1,2,0,0,0,0,0,0,172,6,0,1285
4,34,2007-08-22,47,157,205,2,11,5,73,263,43,54,54,4,11,73,3,4,67,1,20,11,0,1,2,0,0,0,0,0,0,151,3,0,1265
5,34,2007-08-23,46,137,189,2,7,3,62,220,45,49,51,1,6,76,0,1,72,0,15,3,1,0,1,0,0,0,0,0,0,116,4,0,1107
6,34,2007-08-24,53,151,201,0,19,4,67,308,32,35,61,11,13,87,0,5,77,3,29,4,0,1,1,0,0,0,0,0,0,155,4,0,1321
7,34,2007-08-25,35,166,299,1,12,4,81,249,28,40,40,6,13,71,1,0,82,2,6,3,1,0,1,0,0,0,0,0,0,159,4,0,1304
1,34,2007-08-26,29,168,293,4,7,7,65,206,36,37,57,10,8,75,0,6,76,2,13,9,1,0,4,0,0,0,0,0,0,138,2,0,1253
2,35,2007-08-27,47,159,207,2,8,2,73,264,44,43,44,10,13,78,0,5,71,2,11,10,0,1,1,0,0,0,0,0,0,133,5,0,1233
3,35,2007-08-28,50,175,211,1,10,1,84,270,45,43,50,6,10,85,0,3,79,0,24,4,1,3,2,0,0,0,0,0,0,174,3,0,1334
4,35,2007-08-29,55,145,205,1,8,5,67,247,47,40,66,6,9,75,2,2,77,0,23,6,2,1,4,1,0,0,0,0,0,191,4,0,1289
5,35,2007-08-30,45,163,222,1,7,2,76,273,30,59,44,9,8,86,0,4,75,0,31,8,2,1,5,0,0,0,0,0,0,171,2,0,1324
6,35,2007-08-31,52,158,215,2,6,6,75,282,34,52,47,14,10,68,1,4,85,3,15,12,1,0,2,0,0,0,0,0,0,179,6,0,1329
7,35,2007-09-01,51,190,290,3,23,9,91,332,33,46,57,8,9,77,1,7,81,3,8,9,0,2,2,0,0,0,0,0,0,150,13,0,1495
1,35,2007-09-02,31,182,282,1,3,3,73,197,32,24,49,11,14,59,0,3,82,7,16,4,1,1,5,0,0,0,0,0,0,132,6,0,1218
2,36,2007-09-03,19,153,302,2,13,4,85,198,33,49,46,6,11,61,1,1,94,0,12,10,0,0,3,0,0,0,0,0,0,132,7,0,1242
3,36,2007-09-04,47,146,208,2,2,4,69,256,54,39,44,11,10,74,0,2,75,0,18,8,1,1,0,0,0,0,0,0,0,169,2,0,1242
4,36,2007-09-05,48,146,217,4,11,7,72,272,42,50,56,15,10,64,0,2,63,1,20,4,0,2,0,0,0,0,0,0,0,172,3,0,1281
5,36,2007-09-06,56,130,242,3,6,7,71,246,42,44,51,11,11,78,0,1,76,0,40,5,1,0,0,0,0,0,0,0,0,167,8,0,1296
6,36,2007-09-07,56,158,218,3,14,3,69,274,48,44,54,18,13,85,1,5,91,4,43,4,1,1,2,0,0,0,0,0,0,194,3,0,1406
7,36,2007-09-08,33,183,302,2,11,6,79,239,28,38,44,8,11,75,1,5,101,3,10,4,0,0,0,0,0,1,0,0,0,157,6,0,1347
1,36,2007-09-09,28,169,299,4,8,5,73,215,23,51,52,7,7,68,1,2,70,2,14,6,0,2,0,0,0,0,0,0,0,137,2,0,1245
2,37,2007-09-10,40,117,190,1,5,5,66,242,33,48,57,11,11,78,1,2,84,1,12,2,0,0,2,0,0,0,0,0,0,125,6,0,1139
3,37,2007-09-11,50,108,213,0,9,3,65,225,35,39,55,11,8,74,0,1,74,2,30,6,0,0,1,0,0,0,0,0,0,172,3,0,1184
4,37,2007-09-12,30,134,202,2,2,6,59,226,26,35,41,7,10,77,0,5,62,3,13,6,1,0,1,0,0,0,0,0,0,176,2,0,1126
5,37,2007-09-13,48,125,204,2,10,6,64,244,37,37,52,13,8,68,1,3,85,1,26,10,1,1,0,0,0,0,0,0,0,188,2,0,1236
6,37,2007-09-14,45,162,226,4,5,3,83,265,34,48,58,17,12,83,0,4,81,3,23,4,2,1,3,0,0,0,0,0,0,194,4,0,1364
7,37,2007-09-15,29,148,220,1,5,6,61,251,36,45,51,12,8,60,1,6,73,1,4,7,0,3,4,0,0,0,0,0,0,136,6,0,1174
1,37,2007-09-16,30,151,255,0,8,1,74,235,32,42,51,17,7,51,1,2,77,1,12,8,0,1,4,0,0,0,0,0,0,128,4,0,1192
2,38,2007-09-17,47,157,209,1,9,6,66,235,36,52,53,11,11,85,2,0,67,1,7,5,0,0,3,0,0,0,0,0,0,145,2,0,1210
3,38,2007-09-18,39,142,239,3,4,6,84,255,41,53,39,8,18,83,1,2,89,1,21,3,0,2,2,0,0,0,0,0,0,158,1,0,1294
4,38,2007-09-19,47,150,219,0,10,3,79,236,52,59,42,12,12,79,0,9,91,1,38,6,0,2,4,0,0,0,0,0,0,154,6,0,1311
5,38,2007-09-20,43,144,215,0,8,4,64,263,45,47,40,12,13,80,2,5,97,1,20,4,2,0,3,0,0,0,0,0,0,145,6,0,1263
6,38,2007-09-21,46,192,272,6,11,1,103,271,43,48,49,10,13,99,3,6,86,1,25,5,2,0,0,0,0,0,0,0,0,176,7,0,1475
7,38,2007-09-22,20,208,293,1,7,2,67,255,25,54,54,7,10,71,2,3,98,4,5,5,0,1,3,0,0,0,0,0,0,144,5,0,1344
1,38,2007-09-23,15,173,284,8,8,3,70,197,36,43,34,15,9,66,2,2,80,2,3,9,0,2,0,0,0,0,0,0,0,120,7,0,1188
2,39,2007-09-24,57,145,247,1,11,4,83,243,41,42,55,7,8,89,2,1,88,3,19,4,1,1,1,0,0,0,0,0,0,143,6,0,1302
3,39,2007-09-25,32,129,236,0,6,3,70,254,42,57,57,12,9,90,0,6,89,0,41,3,0,1,5,0,0,0,0,0,0,157,7,0,1306
4,39,2007-09-26,39,148,200,0,4,3,57,230,42,53,58,12,14,86,0,4,78,1,20,9,0,3,1,0,0,0,0,0,0,124,4,0,1190
5,39,2007-09-27,32,128,223,1,5,4,87,261,35,56,57,15,15,78,0,3,84,0,17,7,0,1,1,0,0,0,0,0,0,159,3,0,1272
6,39,2007-09-28,40,189,235,2,6,7,71,277,37,56,54,10,11,81,0,5,86,0,39,5,1,2,3,0,0,0,0,0,0,172,7,0,1396
7,39,2007-09-29,35,189,249,1,8,2,80,249,45,45,68,13,12,77,0,3,64,0,3,3,0,0,2,0,0,0,0,0,0,148,5,0,1301
1,39,2007-09-30,28,172,274,3,2,4,82,229,24,40,54,6,7,52,2,5,86,3,2,6,1,0,5,0,0,0,0,0,0,133,6,0,1226
2,40,2007-10-01,56,180,203,4,23,12,110,377,49,50,43,15,15,96,2,3,79,1,13,6,1,2,1,0,0,0,0,0,0,137,9,0,1487
3,40,2007-10-02,31,156,232,2,6,7,74,228,47,47,36,9,12,71,1,1,94,1,36,8,0,1,1,0,0,0,0,0,0,188,0,0,1289
4,40,2007-10-03,30,147,210,12,5,2,51,219,52,44,48,11,14,72,1,2,79,0,22,6,0,2,1,0,0,0,0,0,0,168,5,0,1203
5,40,2007-10-04,21,142,225,3,6,3,64,250,38,45,40,10,14,75,0,3,98,0,20,4,1,0,3,0,0,0,0,0,0,179,3,0,1247
6,40,2007-10-05,54,159,226,3,13,7,64,247,37,43,52,12,12,87,0,5,78,1,30,3,2,1,2,0,0,0,0,0,0,165,4,0,1307
7,40,2007-10-06,27,150,267,4,11,6,78,275,37,48,48,10,16,84,1,8,80,5,7,3,0,0,6,0,0,0,0,0,0,137,4,0,1312
1,40,2007-10-07,21,178,312,4,7,4,70,235,23,42,51,16,10,56,0,4,76,5,10,3,3,1,3,0,0,0,0,0,0,104,4,0,1242
2,41,2007-10-08,26,169,231,0,8,0,95,225,31,38,53,8,13,67,0,3,88,2,23,9,1,0,0,0,0,0,0,0,0,175,6,0,1271
3,41,2007-10-09,49,167,209,1,8,5,91,232,47,48,56,5,12,95,1,5,78,1,28,10,1,1,2,0,0,0,0,0,0,169,3,0,1324
4,41,2007-10-10,40,160,206,3,6,4,89,261,33,44,54,6,14,84,0,4,65,1,35,0,0,2,2,1,0,0,0,0,0,174,5,0,1293
5,41,2007-10-11,33,132,194,0,4,4,73,232,39,37,54,8,6,70,0,2,66,0,20,0,0,1,0,0,0,0,0,0,0,132,2,0,1109
6,41,2007-10-12,51,176,212,2,6,6,68,295,34,38,66,12,9,88,0,4,82,0,27,0,1,3,1,0,0,0,0,0,0,176,3,0,1360
7,41,2007-10-13,32,190,240,1,8,5,66,236,31,53,55,3,9,56,1,1,74,0,4,3,0,0,3,0,0,0,0,0,0,149,5,0,1225
1,41,2007-10-14,19,174,213,1,8,3,74,225,21,37,61,9,13,55,1,3,68,4,17,3,2,0,3,0,0,0,0,0,0,107,2,0,1123
2,42,2007-10-15,47,182,188,1,10,2,101,280,35,52,72,19,4,72,1,2,76,0,20,4,1,0,0,0,0,0,0,0,0,131,3,0,1303
3,42,2007-10-16,49,156,248,1,2,4,86,256,43,53,51,12,10,85,1,1,89,1,18,1,0,0,1,0,0,0,0,0,0,166,7,0,1341
4,42,2007-10-17,38,131,231,1,13,3,79,236,50,43,53,11,17,86,2,8,93,2,30,8,1,2,1,0,0,0,0,0,0,133,3,0,1275
5,42,2007-10-18,25,170,238,2,6,2,71,261,50,47,50,11,8,97,1,5,74,0,6,7,0,1,1,0,0,0,0,0,0,161,4,0,1298
6,42,2007-10-19,53,192,203,2,5,2,73,307,36,40,61,13,7,74,0,0,63,0,14,5,1,2,0,0,0,0,0,0,0,157,5,0,1315
7,42,2007-10-20,39,206,269,4,7,3,88,219,31,62,48,13,10,71,1,2,74,2,14,6,0,0,2,0,0,0,0,0,0,139,3,0,1313
1,42,2007-10-21,17,202,309,2,11,2,61,230,31,41,53,10,15,63,0,2,93,2,12,4,1,1,2,0,0,0,0,0,0,110,8,0,1282
2,43,2007-10-22,56,179,164,1,8,3,80,258,33,46,61,5,5,73,1,3,67,2,6,4,1,0,0,0,0,0,0,0,0,111,5,0,1172
3,43,2007-10-23,35,146,190,3,5,9,73,268,42,39,57,7,7,84,2,2,78,0,18,4,1,0,1,0,0,0,0,0,0,138,2,0,1211
4,43,2007-10-24,37,150,180,1,5,5,78,279,41,59,57,6,20,84,0,2,60,1,15,1,0,1,0,0,0,0,0,0,0,138,2,0,1222
5,43,2007-10-25,40,141,217,1,7,2,67,267,34,46,60,8,9,86,1,2,79,1,21,5,1,0,3,0,0,0,0,0,0,147,3,0,1248
6,43,2007-10-26,38,155,198,3,6,4,80,297,40,54,49,11,7,80,0,6,93,1,25,2,0,0,4,0,0,0,0,0,0,141,5,0,1299
7,43,2007-10-27,36,182,229,2,8,0,80,271,36,50,49,4,12,56,0,2,69,1,18,1,0,0,1,0,0,0,0,0,0,121,7,0,1235
1,43,2007-10-28,24,193,230,3,5,4,71,247,38,43,56,7,6,63,0,1,65,0,8,2,2,0,2,0,0,0,0,0,0,128,2,0,1200
2,44,2007-10-29,47,143,203,1,4,3,64,268,30,51,58,6,8,78,1,1,72,0,8,1,1,0,6,0,0,0,0,0,0,135,6,0,1195
3,44,2007-10-30,45,178,241,2,7,5,72,256,58,42,77,5,13,83,1,2,82,1,22,3,1,0,1,0,0,0,0,0,0,163,3,0,1363
4,44,2007-10-31,25,339,291,0,7,3,76,268,34,51,80,21,18,94,1,3,89,3,23,3,1,0,1,0,0,0,0,0,0,97,2,0,1530
5,44,2007-11-01,62,205,236,1,13,10,107,346,34,57,71,10,10,75,1,5,80,1,22,2,1,0,3,0,0,0,0,0,0,147,7,0,1506
6,44,2007-11-02,52,178,181,5,5,2,65,212,31,62,54,7,15,78,0,5,69,2,27,7,0,2,3,0,0,0,0,0,0,159,4,0,1225
7,44,2007-11-03,33,211,239,0,8,3,67,239,33,46,51,6,11,59,0,3,71,1,24,3,1,0,4,0,0,0,0,0,0,182,4,0,1299
1,44,2007-11-04,22,210,216,1,9,3,59,187,23,41,59,6,9,51,0,2,71,2,3,5,0,1,3,1,0,0,0,0,0,126,7,0,1117
2,45,2007-11-05,43,163,182,0,5,0,69,257,35,47,51,5,13,88,2,3,71,0,7,1,2,1,3,0,0,0,0,0,0,112,4,0,1164
3,45,2007-11-06,43,126,161,3,8,2,66,249,30,35,41,8,11,74,2,1,55,1,10,3,1,1,1,0,0,1,0,0,0,132,5,0,1070
4,45,2007-11-07,48,124,157,1,7,3,65,235,41,52,70,4,6,91,1,4,65,1,15,5,2,0,1,0,0,0,0,0,0,142,3,0,1143
5,45,2007-11-08,34,149,174,1,15,3,73,214,49,64,48,13,9,66,1,3,71,1,20,2,1,1,2,0,0,0,0,0,0,154,2,0,1170
6,45,2007-11-09,43,154,203,2,9,3,64,264,30,45,51,18,8,88,0,8,60,1,16,1,0,1,3,0,0,0,0,0,0,176,6,0,1254
7,45,2007-11-10,28,170,207,3,5,4,88,245,24,45,56,11,5,70,0,1,66,1,5,5,0,0,1,0,0,0,0,0,0,178,3,0,1221
1,45,2007-11-11,25,197,219,2,6,3,54,214,35,53,57,5,13,66,0,8,58,3,13,1,0,0,2,0,0,0,0,0,0,144,4,0,1182
2,46,2007-11-12,31,161,197,3,10,5,78,267,28,52,54,5,11,65,0,2,60,0,15,6,0,0,2,0,0,0,0,0,0,154,3,0,1209
3,46,2007-11-13,49,130,216,1,11,2,63,233,36,39,45,11,7,95,1,4,65,0,11,2,1,1,1,0,0,0,0,0,0,141,4,0,1169
4,46,2007-11-14,39,152,194,3,4,3,57,254,42,51,42,9,9,93,0,5,73,2,17,0,1,2,2,0,0,0,0,0,0,187,1,0,1242
5,46,2007-11-15,46,152,168,1,5,6,63,212,37,49,50,10,7,78,1,0,54,0,18,3,0,2,2,0,0,0,0,0,0,158,5,0,1127
6,46,2007-11-16,55,162,211,1,9,4,61,254,43,56,42,11,7,104,0,1,69,0,21,2,0,2,0,0,0,0,0,0,0,171,4,0,1290
7,46,2007-11-17,41,152,172,0,6,3,69,256,35,62,45,8,12,62,1,2,51,2,15,2,1,0,1,0,0,0,0,0,0,142,2,0,1142
1,46,2007-11-18,27,135,220,1,8,2,81,219,24,36,49,10,5,70,4,6,52,2,15,1,0,1,2,0,0,0,0,0,0,121,1,0,1092
2,47,2007-11-19,55,149,177,2,6,3,60,226,38,56,39,11,10,96,1,0,68,3,7,0,1,1,5,0,0,0,0,0,0,122,1,0,1137
3,47,2007-11-20,33,133,180,0,9,5,66,234,43,61,44,12,10,98,0,3,69,0,15,2,1,2,4,0,0,0,0,0,0,154,8,0,1186
4,47,2007-11-21,45,125,153,0,5,1,55,240,25,45,45,4,8,100,0,4,62,2,13,1,0,2,1,0,0,0,0,0,0,102,3,0,1041
5,47,2007-11-22,17,134,182,1,11,0,58,153,17,24,37,3,3,57,0,3,41,0,3,0,0,1,1,0,0,0,0,0,0,63,2,0,811
6,47,2007-11-23,50,118,162,1,8,2,56,216,38,37,48,6,3,56,0,2,48,1,15,2,0,0,2,0,0,0,0,0,0,120,1,0,992
7,47,2007-11-24,29,123,171,3,7,1,82,239,27,46,40,5,8,55,0,2,53,0,5,2,3,1,3,0,0,0,0,0,0,148,6,0,1059
1,47,2007-11-25,24,133,203,2,10,2,64,182,17,45,39,7,4,57,0,1,55,0,9,2,2,2,2,0,0,0,0,0,0,103,3,0,968
2,48,2007-11-26,46,131,143,1,2,4,70,244,33,53,47,4,8,86,0,2,48,1,6,2,1,2,1,0,0,0,0,0,0,132,4,0,1071
3,48,2007-11-27,54,140,153,0,6,2,75,222,38,43,33,13,8,89,1,1,62,0,21,0,1,2,0,0,0,0,0,0,0,168,6,0,1138
4,48,2007-11-28,28,134,172,2,4,1,74,237,35,58,46,10,7,76,0,5,79,1,14,1,0,2,1,0,0,0,0,0,0,182,1,0,1170
5,48,2007-11-29,50,127,172,3,3,3,43,218,30,54,41,5,9,94,1,2,80,1,20,1,0,1,1,0,0,0,0,0,0,125,5,0,1089
6,48,2007-11-30,37,150,171,2,10,4,62,201,31,71,47,3,5,86,0,3,73,0,29,3,2,1,1,0,0,0,0,0,0,145,3,0,1140
7,48,2007-12-01,74,105,177,0,13,8,96,260,35,40,56,3,5,62,1,0,37,0,7,1,0,2,1,0,0,0,0,0,0,129,14,0,1126
1,48,2007-12-02,27,131,152,1,5,3,65,194,16,46,39,3,6,47,0,5,50,1,7,1,0,1,2,0,0,0,0,0,0,124,1,0,927
2,49,2007-12-03,62,108,174,2,10,1,67,222,42,53,49,4,7,69,2,1,51,0,12,3,0,2,3,0,0,0,0,0,0,116,2,0,1062
3,49,2007-12-04,48,96,154,1,6,4,61,199,36,50,57,11,7,66,0,0,78,1,14,1,0,1,3,0,0,0,0,0,0,133,4,0,1031
4,49,2007-12-05,50,84,147,3,4,1,42,189,33,48,45,7,5,61,1,1,59,2,15,2,0,2,2,0,0,0,0,0,0,108,2,0,913
5,49,2007-12-06,46,81,164,2,7,3,51,216,34,47,56,3,12,69,1,1,78,1,30,0,0,0,1,0,0,0,0,0,0,136,3,0,1042
6,49,2007-12-07,38,99,145,0,10,1,63,230,31,45,38,7,13,63,0,4,41,0,9,0,0,0,2,0,0,0,0,0,0,133,5,0,977
7,49,2007-12-08,32,107,163,3,10,4,56,196,31,47,54,6,7,51,0,1,46,1,7,0,0,1,0,0,0,0,0,0,0,123,4,0,950
1,49,2007-12-09,28,107,178,1,3,4,46,173,27,35,41,4,5,46,1,4,37,1,5,1,0,0,1,0,0,0,0,0,0,128,5,0,881
2,50,2007-12-10,42,127,159,0,7,2,74,237,38,41,54,9,16,70,0,3,64,1,11,1,1,0,1,0,0,0,0,0,0,137,1,0,1096
3,50,2007-12-11,36,115,184,0,7,5,60,223,36,34,51,5,7,74,0,3,78,2,27,0,0,0,1,0,0,0,0,1,0,139,3,0,1091
4,50,2007-12-12,52,96,186,1,5,3,80,248,42,41,60,5,9,61,0,1,64,1,7,3,0,1,2,2,0,0,0,0,0,149,5,0,1124
5,50,2007-12-13,51,116,195,0,9,6,64,229,43,36,41,5,7,93,0,1,75,1,17,1,1,0,0,0,0,0,0,0,0,132,0,0,1123
6,50,2007-12-14,63,123,206,1,12,1,62,222,46,47,70,9,10,103,0,1,69,1,18,1,0,4,3,0,0,0,0,0,0,163,1,0,1236
7,50,2007-12-15,34,108,177,4,7,2,76,221,23,59,61,7,4,58,0,2,53,2,4,0,0,2,1,0,0,0,0,0,0,108,3,0,1016
1,50,2007-12-16,15,68,169,1,6,3,46,163,27,33,33,2,5,48,1,1,40,2,1,0,1,2,2,0,0,0,0,0,0,95,6,0,770
2,51,2007-12-17,54,90,156,0,7,1,65,239,30,37,42,6,7,65,2,0,55,1,10,0,0,1,1,0,0,0,0,0,0,99,4,0,972
3,51,2007-12-18,40,104,181,1,4,7,48,244,27,37,55,8,7,66,1,0,58,1,14,2,1,1,1,0,0,0,0,0,0,129,0,0,1037
4,51,2007-12-19,38,106,180,2,2,3,69,213,27,40,54,16,6,57,0,3,62,1,17,0,1,1,1,0,0,0,0,0,0,119,0,0,1018
5,51,2007-12-20,44,142,173,1,4,2,72,264,29,57,59,16,9,84,0,1,65,0,4,1,0,1,1,0,0,0,0,0,0,142,2,0,1173
6,51,2007-12-21,41,155,191,1,10,5,68,277,29,63,60,15,10,110,0,1,68,1,21,1,0,2,1,0,0,0,0,0,0,143,5,0,1278
7,51,2007-12-22,37,162,224,6,7,3,54,204,29,61,49,8,9,71,0,3,58,2,3,0,0,0,1,0,0,0,0,0,0,129,4,0,1124
1,51,2007-12-23,27,139,178,0,8,1,46,224,33,61,43,2,3,66,0,1,43,2,6,0,0,0,1,0,0,0,0,0,0,101,2,0,987
2,52,2007-12-24,36,110,141,0,9,0,49,181,19,38,49,3,5,64,1,0,36,0,14,1,0,1,2,0,0,0,0,0,0,41,3,0,803
3,52,2007-12-25,18,125,200,0,11,1,55,117,18,37,41,3,2,54,0,0,49,1,2,1,1,0,1,0,0,0,0,0,0,39,1,0,777
4,52,2007-12-26,31,141,170,0,6,3,55,198,47,44,50,15,7,54,1,4,58,1,8,1,0,0,1,0,0,0,0,0,0,136,4,0,1035
5,52,2007-12-27,46,119,155,0,7,2,63,192,33,41,58,7,4,62,1,1,50,1,14,4,0,1,2,0,0,0,0,0,0,148,7,0,1018
